,FID_,Shape__,Niveau,IEP,Region,Departemen,S_pref,Commune,Villages,Nature_loc,Nom_Etab,Coord_x,Coord_y,Source_coo,Statut,Regime_ét,Milieu,Ordre_ens,Type_conf,eco_pt_eau,Elec_ecole,Elec_local,Eligible_c,Coges,T_cp1,TF_cp1,T_cp2,Tf_cp2,T_ce1,Tf_ce1,T_ce2,Tf_ce2,T_cm1,Tf_cm1,T_cm2,Tf_cm2,Aire_total,Aire_Inf_3,Aire_3_5,Aire_Sup_5,Ce2_18_19,Cm1_18_19,Cm2_18_19,Cm1_19_20,Cm2_19_20,Cm2_20_21,Aire,Prj_cm2_21,Densit_prj,Ponde,Clas_den_p,geometry
340,340,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,KONANBLEKRO,Un village,EPP KONANBLEKRO,234273,878417,ecole,Public,-1,2,-1,-1,1,1,2,2,2,11,8,21,11,31,15,33,15,28,11,25,8,149,149,0,0,33.091437,33.27586,28.295264,32.767281,35.899995,35.243677,149,2,0.448964,21,1,POINT (234273 878417)
341,341,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,KROFOINSOU,-1,KROFOINSOU,Un village,EPP KROFOINSOU A,253044,878483,ecole,Public,-1,2,-1,-1,1,2,1,2,1,46,22,43,21,68,31,43,17,54,23,29,11,283,262,21,0,63.201815,39.732223,52.237697,56.445614,39.884434,54.624754,283,3,0.695857,18,1,POINT (253044 878483)
342,342,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,KROFOINSOU,-1,KROFOINSOU,Un village,EPP KROFOINSOU B,253044,878483,ecole,Public,-1,2,-1,-1,1,2,1,2,1,48,27,38,15,0,0,0,0,0,0,0,0,86,86,0,0,8.584067,6.662261,6.893034,13.93193,13.566167,20.249922,86,2,0.257961,18,1,POINT (253044 878483)
343,343,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,KOUADIOFINKRO,Un village,EPP KOUADIOFINKRO,232008,878861,ecole,Public,-1,2,-1,-1,1,1,2,2,2,0,0,33,12,0,0,0,0,0,0,0,0,33,33,0,0,3.07489,2.664904,3.77166,5.021458,5.558403,7.371675,33,1,0.093907,21,1,POINT (232008 878861)
344,344,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,N'DENOU,Un village,EPP N'DENOU,301109,879042,ecole,Public,-1,2,-1,-1,1,1,1,2,2,22,5,18,3,19,8,7,5,7,2,8,2,81,81,0,0,20.860457,9.649395,11.463248,20.988298,13.131706,22.903772,81,2,0.291768,21,1,POINT (301109 879042)
345,345,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,KROFOINSOU,-1,POKOU YAOKRO,Un village,EPP POKOU YAOKRO,240568,879171,ecole,Public,-1,2,-1,-1,1,1,1,2,1,45,21,45,19,39,17,17,7,32,15,18,6,196,196,0,0,35.522712,13.996042,28.026976,30.98265,12.258335,28.917785,196,2,0.368379,18,1,POINT (240568 879171)
346,346,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,KROFOINSOU,-1,N'GUESSANKANKRO,Un village,EPP N'GUESSANKANKRO,244783,880423,ecole,Public,-1,2,-1,-1,1,1,1,2,1,37,20,40,15,52,20,29,14,16,4,35,14,209,180,29,0,46.167826,26.207393,17.394976,39.731402,25.785452,36.932895,209,2,0.470483,18,1,POINT (244783 880423)
347,347,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,GOLYKPANGBASSOU,Un village,EPP BENDEKRO,223581,881054,ecole,Public,-1,2,-1,-1,1,1,2,2,2,38,12,42,23,44,17,0,0,0,0,0,0,124,124,0,0,45.786477,3.997356,5.462404,44.173226,8.312232,45.959455,124,3,0.585471,21,1,POINT (223581 881054)
348,348,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,ALLOMANOU,Un village,EPP ALLOMANOU,297622,881123,ecole,Public,-1,2,-1,-1,1,1,1,2,2,45,20,36,16,28,11,28,10,29,11,11,4,177,177,0,0,30.930535,29.936641,29.041049,31.348774,33.755817,34.472674,177,2,0.439142,21,1,POINT (297622 881123)
349,349,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,GOLYKPANGBASSOU,Un village,EPP GOLYKPANGBASSOU,223775,881377,ecole,Public,-1,2,-1,-1,1,1,2,2,2,45,15,47,20,47,18,63,29,61,28,31,9,294,294,0,0,41.285118,54.421552,54.987109,35.279059,50.487637,32.588562,294,2,0.415141,21,1,POINT (223775 881377)
350,350,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,-1,ALLEKRO,Un village,EPP ALLEKRO 1,219948,881657,ecole,Public,-1,2,-1,-1,1,1,2,2,2,41,22,25,12,80,35,55,30,45,18,22,10,268,261,7,0,71.461063,48.723481,42.404251,61.775535,46.594363,57.633503,268,3,0.734185,21,1,POINT (219948 881657)
351,351,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,-1,PLIBO,Un village,EPP PLIBO 1,234601,882049,ecole,Public,-1,2,-1,-1,1,1,1,2,2,52,32,104,47,50,23,51,25,40,15,43,17,340,340,0,0,46.777151,45.319257,38.285151,41.989526,43.532717,40.843692,340,3,0.520302,21,1,POINT (234601 882049)
352,352,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,ALLEKRO,Un village,EPP ALLEKRO 2,220051,882120,ecole,Public,-1,2,-1,-1,1,1,2,2,2,23,12,16,8,8,3,11,5,14,6,0,0,72,72,0,0,11.271583,13.053619,16.293576,12.923306,16.058032,15.658006,72,1,0.199465,21,1,POINT (220051 882120)
353,353,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,N'GUESSANKRO,0,MINAMBO,Un village,EPP MINAMBO,229666,882198,ecole,Public,-1,2,-1,-1,1,1,2,2,2,19,3,25,12,26,14,44,22,20,8,14,6,148,148,0,0,25.902562,40.666557,20.768291,24.561174,40.59678,25.478697,148,2,0.324569,21,1,POINT (229666 882198)
354,354,Point,PRIMAIRE,BEOUMI 2,GBÊKÊ,BEOUMI,KONDROBO,0,KENDE-KAN,Un village,EPP KENDE-KAN,203032,882419,ecole,Public,-1,2,-1,-1,1,1,1,2,2,13,5,23,5,23,10,19,14,16,5,10,5,104,104,0,0,25.150984,22.193858,20.51635,25.456498,27.004753,28.152596,104,2,0.358632,21,1,POINT (203032 882419)
355,355,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,N'GUESSANKRO,-1,KISSIKRO,Un village,EPP KISSIKRO,230606,882808,ecole,Public,-1,2,-1,-1,1,1,1,2,2,0,0,37,17,0,0,0,0,0,0,0,0,37,37,0,0,5.893539,4.996695,3.77166,9.612131,9.99279,14.032301,37,1,0.178755,21,1,POINT (230606 882808)
356,356,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,N'GUESSANKRO,0,KONGOTI,Un village,EPP PLIBO 2,234455,883097,ecole,Public,-1,2,-1,-1,1,1,2,2,2,32,15,30,13,26,9,29,15,28,17,20,12,165,165,0,0,26.799405,28.095033,27.775035,25.914802,29.358279,27.265806,165,2,0.347335,21,1,POINT (234455 883097)
357,357,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,BALEKRO,Un village,EPP BALEKRO,243441,883303,ecole,Public,-1,2,-1,-1,1,1,1,2,1,44,22,32,12,27,10,19,8,14,4,18,8,154,150,4,0,33.541365,22.082821,18.894721,35.917201,26.810507,40.946744,154,3,0.521615,18,1,POINT (243441 883303)
358,358,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,KOUAKOU-KREMEKRO,Un village,EPP KOUAKOU-KREMEKRO,247255,884082,ecole,Public,-1,2,-1,-1,1,1,1,2,1,27,13,26,12,25,11,15,6,12,4,0,0,105,105,0,0,24.157298,14.792278,13.63149,22.262457,15.867684,22.312376,105,2,0.284234,18,1,POINT (247255 884082)
359,359,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,KROFOINSOU,-1,BINOU,Un village,EPP BINOU,254634,884896,ecole,Public,-1,2,-1,-1,1,1,1,2,1,30,10,20,5,25,4,0,0,0,0,0,0,75,75,0,0,28.257151,4.552545,5.592462,28.797452,9.384953,31.60061,75,2,0.402556,18,1,POINT (254634 884896)
360,360,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,DELAKRO,Un village,EPP DELAKRO,239261,885279,ecole,Public,-1,2,-1,-1,1,1,1,2,1,60,25,52,27,46,24,39,20,50,25,35,12,282,282,0,0,40.949179,33.44102,46.003122,35.232526,30.943552,32.631838,282,2,0.415692,18,1,POINT (239261 885279)
361,361,Point,PRIMAIRE,BEOUMI 2,GBÊKÊ,BEOUMI,KONDROBO,0,TOTOKRO,Un village,EPP TOTOKRO,198952,885861,ecole,Public,-1,2,-1,-1,1,1,1,2,2,49,26,74,31,44,19,50,26,41,20,32,8,290,290,0,0,37.330531,41.16483,35.909562,30.734099,36.053928,26.918245,290,2,0.342908,21,1,POINT (198952 885861)
362,362,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,0,N'GUESSANKRO,Un village,EPP N'GUESSANKRO 2,231259,885880,ecole,Public,-1,2,-1,-1,1,1,2,2,2,31,13,29,14,27,15,22,11,24,10,19,14,152,152,0,0,26.494742,21.443656,25.182064,24.742587,22.739843,25.190791,152,2,0.320902,21,1,POINT (231259 885880)
363,363,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,N'GUESSANKRO,-1,MYAN,Un village,EPP MYANGOKRO,233305,886211,ecole,Public,-1,2,-1,-1,1,1,2,2,2,40,17,49,27,30,16,45,21,41,18,38,18,243,243,0,0,32.114895,42.378155,40.331509,31.785575,43.159383,34.108834,243,2,0.434507,21,1,POINT (233305 886211)
364,364,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,N'GUESSANKRO,0,KONGOSSOU-KOUADIOKRO,Un village,EPP KONGOSSOU-KOUADIOKRO,227655,886572,ecole,Public,-1,2,-1,-1,1,1,2,2,2,22,6,37,12,35,16,18,7,22,7,23,6,157,153,4,0,33.025871,18.483582,23.560435,29.973797,20.505928,29.669536,157,2,0.377956,21,1,POINT (227655 886572)
365,365,Point,PRIMAIRE,BEOUMI 2,GBÊKÊ,BEOUMI,KONDROBO,0,MANDIMAN-HESSE,Un village,EPP MANDIMAN-HESSE,204834,886846,ecole,Public,-1,2,-1,-1,1,1,1,2,2,15,9,6,2,14,7,8,1,0,0,0,0,43,43,0,0,15.080906,7.918825,2.080916,14.849435,8.573202,15.715066,43,1,0.200192,21,1,POINT (204834 886846)
366,366,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,ABOKRO,Un village,EPP ABOKRO,307853,887004,ecole,Public,-1,2,-1,-1,1,1,1,2,1,30,15,20,8,11,7,12,6,15,6,12,5,100,100,0,0,14.457449,9.879559,13.137645,15.559446,8.652943,17.378891,100,1,0.221387,18,1,POINT (307853 887004)
367,367,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,N'GUESSANKRO,-1,ADOHOUSSOU,Un village,EPP ADOHOUSSOU,236126,887568,ecole,Public,-1,2,-1,-1,1,1,2,2,2,54,24,34,15,26,15,29,15,20,11,32,17,195,195,0,0,24.236997,27.428807,19.85789,21.902865,27.972907,21.696172,195,2,0.276384,21,1,POINT (236126 887568)
368,368,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,KOUABOUMANSOU,Un village,EPP KOUABOUMANSOU,245207,888023,ecole,Public,-1,2,-1,-1,1,1,1,2,1,38,19,37,22,30,13,15,1,29,17,29,12,178,150,28,0,30.32121,14.459165,31.512137,28.671451,15.623243,29.300579,178,2,0.373256,18,1,POINT (245207 888023)
369,369,Point,PRIMAIRE,BOUAKE-KOKO,GBÊKÊ,BOUAKE,BOUAKE,0,YANGAKRO,Un village,EPP YANGAKRO,316047,888079,ecole,Public,-1,2,-1,-1,1,1,1,2,2,40,21,46,21,41,17,20,8,18,8,30,9,195,111,84,0,45.675501,24.349607,22.788265,46.25031,30.327427,50.548108,195,3,0.643925,21,1,POINT (316047 888079)
370,370,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,-1,MESSOUKRO,Un village,EPP MESSOUKRO,235437,888270,ecole,Public,-1,2,-1,-1,1,1,2,2,2,53,18,52,25,47,26,33,17,31,11,50,25,266,266,0,0,49.869186,33.831048,35.604853,48.927414,37.564738,51.958466,266,3,0.661891,21,1,POINT (235437 888270)
371,371,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,BOTRO,-1,GOSSOLI KONANKRO,Un village,EPP GOSSOLI KONANKRO,239466,888833,ecole,Public,-1,2,-1,-1,1,1,1,2,1,34,19,33,13,28,15,29,12,17,3,9,1,150,150,0,0,26.702561,26.762581,18.270819,24.407281,26.841259,24.305157,150,2,0.30962,18,1,POINT (239466 888833)
372,372,Point,PRIMAIRE,BOTRO,GBÊKÊ,BOTRO,KROFOINSOU,-1,LOUGBONOU,Un village,EPP TOTOKRA,249640,890520,ecole,Public,-1,2,-1,-1,1,1,1,2,1,48,22,48,27,33,11,22,9,30,16,17,9,198,188,10,0,33.378955,22.331957,31.347522,31.788808,24.547538,32.910219,198,2,0.419239,18,1,POINT (249640 890520)
373,373,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,N'GUESSANKRO,-1,BLEMPLO,Un village,EPP BLEMPLO,232574,893995,ecole,Public,-1,2,-1,-1,1,1,1,2,2,18,13,0,0,31,15,9,2,13,5,19,8,90,20,70,0,32.707076,10.962875,15.677848,31.893011,13.80506,33.573759,90,2,0.427691,21,1,POINT (232574 893995)
374,374,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,MARABADJASSA,-1,GOLY-MAHIA,Un village,EPP GOLY-MAHIA,229182,895547,ecole,Public,-1,2,-1,-1,1,1,1,2,2,57,33,55,25,36,20,36,20,32,16,48,17,264,264,0,0,35.283616,33.636034,32.839094,32.875165,34.186485,33.333465,264,2,0.42463,21,1,POINT (229182 895547)
375,375,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,MARABADJASSA,-1,MARABADJASSA,Un village,EPP MARABADIASSA 2,231341,895822,ecole,Public,-1,2,-1,-1,2,1,2,2,2,49,22,45,18,43,16,31,19,30,14,49,28,247,247,0,0,42.88813,32.406531,34.078724,40.644919,36.460329,42.122345,247,3,0.53659,21,1,POINT (231341 895822)
376,376,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,MARABADJASSA,-1,BOUAKAMAN,Un village,EPP BOUAKAMAN,226214,896309,ecole,Public,-1,2,-1,-1,1,1,1,2,2,30,17,32,21,23,16,23,12,19,13,28,19,155,155,0,0,24.638503,22.489027,20.802849,24.336013,23.883245,26.015,155,2,0.331401,21,1,POINT (226214 896309)
377,377,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,MARABADJASSA,-1,TANOH-KOUASSIKRO,Un village,EPP TANOH-KOUASSIKRO,240604,896743,ecole,Public,-1,2,-1,-1,1,1,1,2,2,32,15,29,15,15,7,20,12,17,9,21,11,134,134,0,0,17.210531,18.908761,16.189903,17.640211,19.236268,19.358593,134,1,0.246606,21,1,POINT (240604 896743)
378,378,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,MARABADJASSA,-1,TOUDJAN 1,Un village,EPP TOUDJAN,228859,903143,ecole,Public,-1,2,-1,-1,1,1,1,2,2,11,6,0,0,7,2,7,5,14,6,0,0,39,39,0,0,11.320005,12.425337,18.634607,13.898995,18.546057,17.867739,0,1,0.227615,0,0,POINT (228859 903143)
379,379,Point,PRIMAIRE,BODOKRO,GBÊKÊ,BEOUMI,BODOKRO,-1,TOUDJAN 2,Un village,EPP TOUDJAN DJIMINISSO,228859,903143,ecole,Public,-1,2,-1,-1,1,1,1,2,2,15,8,21,13,21,11,27,15,20,15,30,9,134,134,0,0,23.582262,27.447779,21.808749,24.108439,29.951893,26.698735,0,2,0.340111,0,0,POINT (228859 903143)
