,Opportunity Unique Identifier,Bridge Name,Country,Level 1 Government,Level 2 Government,Level 3 Government,Level 4 Government,latitude,longitude,Reason site not valid,Site Validation Comments,Flag for Rejection,River crossing deaths in last 3 years,Incident descriptions,Days per year river is flooded,Flood duration during rainy season,Notes on social information,Width of River During Flooding (m),Health access blocked by river,Education access blocked by river,Market access blocked by river,Other access blocked by river,Form: Created Date,Form: Created By,geometry
166,1042769,Pont de Jeannokro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Beoué,5.383527,-7.32657,,Le  site inondable situé dans un grand et long bas fond  d une longueur de 237m. Nous comptons 3 petits ponts comme celui sur l'image de validation du site. Les petits ponts sont distants chacun de 50m,No,0,10,70,5,"Visite de famille. Nous sommes accompagnés par le Secrétaire chargé de suivi des travaux du GSC de DJOUROUTOU , accompagnés du secrétaire à l organisation du GSC et du secrétaire du chef du village de Beoué",42,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.32657 5.383527)
167,1042771,Pont village centre,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Beoué,5.383156,-7.308407,,Site très inondable situé dans un bas fond,No,0,3,70,5,Visite de famille,31,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.308407 5.383156)
168,1042341,Pont de Plateau,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Plateau,5.489703,-7.299944,,Le seul moyen de traversée est la pirogue. Il n existe aucun autre passage  possible ailleurs.,No,6,30,90,30,Visite de famille,84,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly),"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/19/22,armanddonsihi taroworks,POINT (-7.299944 5.489703)
169,1042344,Pont campement Émile,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Para,5.564299,-7.369825,,Le passage le plus proche du village de Para,No,0,7,60,20,Notable de la communauté Burkinabé de Para et chef du campement Émile,43,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/19/22,armanddonsihi taroworks,POINT (-7.369825 5.564299)
170,1042609,Pont Appolinaire,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.365308,-7.277222,,Site inondable et situé dans un bas fond,No,0,10,60,15,Secrétaire du chef du village et Secrétaire chargé des relations extérieures du GSC,54,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,armanddonsihi taroworks,POINT (-7.277222 5.365308)
171,1042827,Pont de Alakoffikro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.400592,-7.277662,,La traversée du fleuve se fait en pirogue et il n y a aucun détour terrestre possible,No,3,7,90,30,Membre de la communauté,35,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/5/22,armanddonsihi taroworks,POINT (-7.277662 5.400592)
172,1042770,Pont de Blaisekro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Beoué,5.380056,-7.309774,,Site inondable situé dans un large bas fond,No,1,7,70,5,Visite de famille. Nous sommes accompagnés de chef du campement de Blaisekro,15,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.309774 5.380056)
173,1042473,Pont Boss,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Para,5.515796,-7.327222,,Les eaux d inondation emportent très souvent le pont de passage. Traversée très dangereuse en temps de pluie,No,0,5,60,7,Secrétaire du chef du village,24,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/22/22,armanddonsihi taroworks,POINT (-7.327222 5.515796)
174,1042343,Para - chantier,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,PARA,5.522948,-7.330703,,Pont situé dans un bas fond,No,0,10,60,3,Membre de la communauté burkinabé et planteur,38,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Usine ou Installation de transformation agricole - Factory or processing facilities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/19/22,armanddonsihi taroworks,POINT (-7.330703 5.522948)
175,1042340,Pont de Para,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,PARA,5.524969,-7.29804,,Quand la rivière est à crue  la traversée se fait en pirogue car  la rivière déborde,No,0,0,30,60,Visite à la famille Courses,31,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/19/22,armanddonsihi taroworks,POINT (-7.29804 5.524969)
176,1042607,Pont chantier 2,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Para,5.524593,-7.319149,,Site inondable et dans un bas fond,No,0,20,30,5,Visite de famille,34,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,armanddonsihi taroworks,POINT (-7.319149 5.524593)
177,1042768,Pont Dogossekro  - Patricekro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.320356,-7.354191,,Site facilement inondable en saison pluvieuse les eaux emportent le pont précaire le bois n est plus solide (il balance),No,1,12,45,7,Visite de famille,11,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.354191 5.320356)
